lexeme,gen
roulotte,f
roulottier,m
roulottière,f
roulure,f
roumain,m
roumaine,f
roumi,m
round,m
roupane,f
roupette,f
roupettes,f
roupie,f
roupillon,m
rouquette,f
rouquin,m
rouquine,f
rouspétage,m
rouspétance,f
rouspéteur,m
rousse,f
rousseau,m
rousserolle,f
roussette,f
roussi,m
roussin,m
roussissure,f
rouste,f
rouston,m
roustons,m
routage,m
routard,m
routeur,m
routier,m
routière,f
routin,m
rouvre,m
roux,m
royale,f
royalties,f
royalty,f
royaume,m
royauté,f
ru,m
ruade,f
rubéole,f
rubia,m
rubis,m
rubricard,m
rubrique,f
ruche,f
ruché,m
ruchée,f
rucksack,m
rudiment,m
rudoiement,m
ruée,f
rugosité,f
ruine,f
ruisselet,m
ruissellement,m
ruisson,m
rumba,f
ruminant,m
ruminement,m
rumsteck,m
rune,f
running,m
rupine,f
rupteur,m
rupture,f
rural,m
rurale,f
ruse,f
rusé,m
rush,m
russification,f
russule,f
rustaud,m
rustaude,f
rusticité,f
rustine,f
rut,m
rutabaga,m
rutherford,m
rutilance,f
rythme,m
s',m
sa,f
sabayon,m
sabbat,m
sabelle,f
sabine,f
sabir,m
sable,m
sablier,m
sablière,f
sablon,m
sabord,m
sabordage,m
sabot,m
sabotage,m
saboterie,f
saboteuse,f
sabotier,m
sabra,m
sabretache,f
saccade,f
saccage,m
saccageur,m
saccagne,f
saccharomyces,m
saccharose,m
sacculine,f
sachem,m
sachet,m
sacoche,f
sacralisation,f
sacré-coeur,m
sacré,m
sacret,m
sacrificateur,m
sacrifice,m
sacrifié,m
sacristain,m
sacristaine,f
sacristie,f
sacristine,f
sacrum,m
sadducéen,m
sadisme,m
sadomasochisme,m
safari-photo,m
safran,m
saga,f
sagaie,f
sagard,m
sage-femme,f
sagesse,f
sagette,f
sagoutier,m
sagum,m
saharienne,f
sahib,m
saï,m
saie,f
saignée,f
saignement,m
saigneur,m
saindoux,m
sainfoin,m
saint-bernard,m
saint-crépin,m
saint-émilion,m
saint-esprit,m
saint-frusquin,m
saint-germain,m
saint-glinglin,f
saint-guy,m
saint-honoré,m
saint-hubert,f
saint-nectaire,m
saint-paulin,m
saint-siège,m
saint-synode,m
saint,m
sainte nitouche,f
sainte,f
saisie-arrêt,f
saisie,f
saisissement,m
saison,f
saisonnier,m
saisonnière,f
saki,m
sal,m
salacité,f
salade,f
salaison,f
salam,m
salamalec,m
salamandre,f
salanque,f
salariat,m
salarié,m
salat,f
saleté,f
saleur,m
salicaire,f
salicine,f
salicorne,f
salière,f
salin,m
saline,f
salinité,f
salivation,f
salive,f
saliveur,m
salmis,m
salmonelle,f
salmonellose,f
salmonidé,m
salonnard,m
salonnier,m
salonnière,f
saloon,m
salopard,m
saloperie,f
salopette,f
salopiau,m
salpêtrière,f
salpicon,m
salpingite,f
salsa,f
salsepareille,f
salsifis,m
salto,m
salueur,m
salut,m
salvadorien,m
salvadorienne,f
salvation,f
salve,f
samara,m
samaritain,m
samaritaine,f
sambenito,m
sambo,m
samizdat,m
sammy,m
samouraï,m
samoyède,m
sampan,m
sample,m
sampler,m
sana,m
sanatorium,m
sancerre,m
sanctification,f
sanctuaire,m
sanctus,m
sandale,f
sandalette,f
sandalier,m
sanderling,m
sandjak,m
sandow,m
sandre,m
sandwich,m
sang-froid,m
sanglier,m
sanguin,m
sanhédrin,m
sanie,f
sanitaire,m
sans-culotte,m
sans-culottide,f
sans-façon,m
sans-faute,m
sans-fil,m
sans-grade,m
sanscrit,m
sansonnet,m
santé,f
santiag,f
santoche,f
saoudienne,f
saoulard,m
saoulerie,f
sapajou,m
saperlotte,m
sapeur-pompier,m
sapeur,m
saphir,m
saphisme,m
sapidité,f
sapience,f
sapine,f
sapinette,f
sapinière,f
saponaire,f
saponification,f
saponite,f
sapotille,f
sapotillier,m
sar,m
sara,f
sarbacane,f
sarcasme,m
sarcine,f
sarclage,m
sarclette,f
sarcleuse,f
sarcloir,m
sarcoïdose,f
sarcophage,m
sardane,f
sardine,f
sardinier,m
sardoine,f
sargasse,f
sarigue,f
sarin,m
sarong,m
saroual,m
sarouel,m
sarracénie,f
sarriette,f
sarrois,m
sarrussophone,m
sashimi,m
sassafras,m
sasseur,m
satanisme,m
satellite,m
satellites-espion,m
sati,m
satiation,f
satiété,f
satinette,f
satisfaction,f
satisfecit,m
satrapie,f
saturnales,f
saturnienne,f
saturnisme,m
sauce,f
saucée,f
saucier,m
saucière,f
saucisse,f
saucisson,m
saucissonnage,m
sauf-conduit,m
sauge,f
saulaie,f
saulnier,m
saumon,m
saumoneau,m
saumonette,f
saumurage,m
saumure,f
saunière,f
saupoudrage,m
saupoudreur,m
saura,m
saurien,m
saurin,m
saussaie,f
saut-de-lit,m
saute-mouton,m
saute-ruisseau,m
sautelle,f
sauterelle,f
sauterie,f
sauternes,m
sauteur,m
sauteuse,f
sautillement,m
sautoir,m
sauton,m
sauvageon,m
sauvagerie,f
sauvagesse,f
sauvagin,m
sauvagine,f
sauve-qui-peut,m
sauvegarde,f
sauveté,f
sauveteur,m
sauveur,m
sauveuse,f
sauvignon,m
savant,m
savantasse,m
savante,f
savarin,m
saveur,f
savoir-faire,m
savoir,m
savonnage,m
savonnée,f
savonnerie,f
savonnette,f
savoyarde,f
sax,m
saxifragacée,f
saxifrage,f
saxo,m
saxon,m
saxonne,f
saxophone,m
saynète,f
sayon,m
scaferlati,m
scalaire,m
scalp,m
scalpel,m
scalpeur,m
scampi,m
scandale,m
scannage,m
scanneur,m
scanning,m
scanographie,f
scansion,f
scaphandre,m
scaphandrier,m
scapin,m
scare,m
scarification,f
scarlatine,f
scarole,f
scat,m
scatologie,f
scatologue,m
scatter,m
scazon,m
scélérat,m
scélérate,f
scélératesse,f
scellage,m
scellé,m
scellement,m
scénar,m
scénarimage,m
scénario,m
scène-clé,f
scenic railway,m
scénographie,f
scepticisme,m
sceptre,m
schako,m
schampooing,m
schbeb,m
schéma,m
schématisme,m
schème,m
schilling,m
schisme,m
schiste,m
schizophasie,f
schizophrénie,f
schlague,f
schlass,m
schlem,m
schlitte,f
schnaps,m
schnauzer,m
schnick,m
schnitzel,m
schooner,m
schpile,m
schtroumf,m
schuss,m
sciage,m
scie,f
science-fiction,f
sciène,f
scientificité,f
scientisme,m
scientologie,f
scierie,f
scieur,m
scintigraphie,f
scintillation,f
scirpe,m
scission,f
scissiparité,f
scissure,f
sciure,f
sclérodermie,f
sclérose,f
sclérotique,f
scolarisation,f
scolarité,f
scoliose,f
scolopendre,f
scolyte,m
scone,m
sconse,m
scoop,m
scooter,m
scopie,f
scopitone,m
scopolamine,f
score,m
scorie,f
scotch-terrier,m
scotch,m
scottish,f
scoumoune,f
scout,m
scoute,f
scoutisme,m
scrabble,m
scratch,m
scratching,m
scriban,m
scribe,m
scribouillage,m
scribouillard,m
script-girl,f
script,m
scripteur,m
scrofulaire,f
scrofule,f
scrotum,m
scrub,m
scrupule,m
scrupulosité,f
scrutateur,m
scrutation,f
sculpteur,m
sculptrice,f
scutigère,f
seaborgium,m
séance,f
séant,m
sébaste,m
sébile,f
séborrhée,f
sébum,m
sécateur,m
secco,m
seccotine,f
sécession,f
séchage,m
séchard,m
sèche-linge,m
sèche-mains,m
sécheresse,f
sécherie,f
sécheuse,f
séchoir,m
second-maître,m
second,m
seconde,f
secondo,m
secouement,m
secoueur,m
secourisme,m
secret,m
secrétairerie,f
secrétariat,m
sécréteur,m
sécrétine,f
sécrétion,f
sectarisme,m
sectateur,m
secte,f
secteur,m
section,f
sectionnement,m
sectorisation,f
sécu,f
sécurisation,f
sécurit,m
sécurité,f
sedan,m
sédatif,m
sédation,f
sédentarisation,f
sédentarisme,m
sédentarité,f
sedia gestatoria,f
sédiment,m
sédimentation,f
séditieux,m
sédition,f
séducteur,m
séduction,f
séductrice,f
sedum,m
seersucker,m
ségrégation,f
seguedilla,f
séguedille,f
seiche,f
séide,m
seigneurie,f
seille,f
séisme,m
séjour,m
sélecteur,m
sélection,f
sélectionné,m
sélectionneur,m
sélectionneuse,f
sélectivité,f
sélénium,m
séléniure,m
sélénographie,f
self-défense,f
self-made man,m
self,m
selle,f
sellerie,f
sellette,f
seltz,m
selva,f
semaille,f
semainier,m
sémantique,f
sémaphore,m
semblance,f
semblant,m
sème,m
semelle,f
semen-contra,m
semestre,m
semeuse,f
semi-conducteur,m
semi-liberté,f
semi,m
sémillon,m
séminaire,m
séminome,m
sémiologie,f
sémiotique,f
semonce,f
semoule,f
semtex,m
sénat,m
sénateur,m
sénatoriale,f
sénatrice,f
sénatus-consulte,m
séné,m
sénéchal,m
sénégalais,m
sénégalaise,f
sénescence,f
sénevé,m
sénilité,f
señor,m
sensationnalisme,m
sensationnel,m
sensibilisation,f
sensibilité,f
sensiblerie,f
sensorialité,f
sent-bon,m
sente,f
senteur,f
senti,m
sentiment,m
sentimental,m
sentimentale,f
sentimentalisme,m
sentimentalité,f
sentine,f
sépale,m
séparateur,m
séparation,f
sépia,f
seppuku,m
seps,m
sept,f
septante,m
septembriseur,m
septennat,m
septentrion,m
septicémie,f
septicité,f
septidi,m
septum,m
septuor,m
septuple,m
sépulcre,m
sépulture,f
séquanaise,f
séquelle,f
séquençage,m
séquence,f
séquenceur,m
séquestration,f
séquestre,m
sequin,m
séquoia,m
sérac,m
sérail,m
séraphin,m
serein,m
sereine,f
sérénade,f
sérénité,f
serfouette,f
serge,f
sergé,m
sergent-chef,m
sergent-pilote,m
sergot,m
serial,m
série,f
sérieuse,f
sérieux,m
serine,f
seringa,m
seringue,f
seringueiro,m
serment,m
sermonneur,m
sérologie,f
séronégatif,m
séropositif,m
séropositive,f
séropositivité,f
sérosité,f
sérotonine,f
serpe,f
serpenteau,m
serpentement,m
serpentin,m
serpette,f
serpolet,m
serra,f
serrage,m
serrante,f
serre-file,m
serre-joint,m
serre-livres,m
serrure,f
serrurerie,f
serrurier,m
serrurière,f
sertao,m
serti,m
sertissage,m
sertisseur,m
sérum,m
serval,m
servante,f
serve,f
serveuse,f
serviabilité,f
serviette-éponge,f
servilité,f
serviteur,m
servofrein,m
servomécanisme,m
servomoteur,m
ses,f
sésame,m
sesterce,m
set,m
séton,m
seuil,m
seul,m
seule,f
seventies,f
sévérité,f
sévice,m
sévillan,m
sévillane,f
sevrage,m
sèvres,m
sévrienne,f
sex-shop,m
sex-symbol,m
sexisme,m
sexologie,f
sextidi,m
sextuor,m
sexualité,f
shake-hand,m
shakespearien,m
shakespearienne,f
shamisen,m
shampouineur,m
shampouineuse,f
shanghaien,m
shed,m
shekel,m
shéol,m
sherpa,m
shiatsu,m
shingle,m
shintô,m
shintoïsme,m
shipchandler,m
shipping,m
shirting,m
shogoun,m
shogunat,m
shoot,m
shooteuse,f
short,m
show-business,m
showbiz,m
shrapnel,m
shunt,m
si,m
siam,m
siamoise,f
sibérien,m
sibérienne,f
sibylle,f
sicaire,m
sicilien,m
sicilienne,f
sida,m
side-car,m
sidéen,m
sidération,f
sidérite,f
sidérurgie,f
sidi,m
siècle,m
siège,m
siennois,m
sierra,f
sieste,f
sifflante,f
sifflard,m
siffleur,m
sifflotis,m
sigisbée,m
sigle,m
signaleur,m
signature,f
signet,m
signifiance,f
signification,f
signifié,m
signora,f
signorina,f
silène,m
silhouette,f
silicate,m
silice,f
silicium,m
silionne,f
sillet,m
silo,m
silvaner,m
simagrée,f
simarre,f
simien,m
similarité,f
simili,m
similicuir,m
similor,m
simoun,m
simplesse,f
simplet,m
simplette,f
simplicité,f
simulacre,m
simulation,f
simulatrice,f
simultanéité,f
sinapisme,m
sincérité,f
sinciput,m
sindon,m
sinécure,f
singe-araignée,m
singe,m
single,m
singleton,m
singulier,m
sinistre,m
sinistré,m
sinistrose,f
sino-américain,m
sinologie,f
sinople,m
sinoquet,m
sinuosité,f
sinusite,f
sinusoïde,f
sionisme,m
sioux,m
siphon,m
siphonnage,m
sipo,m
sir,m
sirdar,m
sire,m
sirène,f
sirocco,m
sirventès,m
sismologie,f
sismomètre,m
sismothérapie,f
sisymbre,m
sit-in,m
sitar,m
sitcom,f
sittelle,f
situ,m
situation,f
situationnisme,m
six-quatre,m
sixain,m
sixte,f
sixties,f
sixtus,m
sizain,m
ska,m
skate-board,m
skate,m
skateboard,m
skating,m
skeet,m
sketch,m
ski,m
skieuse,f
skin,m
skinhead,m
skip,m
skydome,m
slalom,m
slang,m
slash,m
slavisme,m
slavon,m
slibard,m
slice,m
slip,m
slogan,m
sloop,m
sloughi,m
slow,m
slug,m
smack,m
smegma,m
smicard,m
smigard,m
smiley,m
smocks,m
smog,m
smoking,m
smorrebrod,m
smurf,m
sniffette,f
snipe,m
sniper,m
snobinard,m
snobisme,m
snow-boot,m
soap-opéra,m
sobriété,f
sobriquet,m
soccer,m
sociabilité,f
social-démocratie,f
social-traître,m
social,m
socialisation,f
sociaux-démocrate,m
société,f
socinien,m
socio,f
sociobiologie,f
sociologie,f
sociopathie,f
socius,m
socket,m
soda,m
sodium,m
sodomie,f
sodomisation,f
sodomite,m
soeur,f
soeurette,f
sofa,m
soft,m
soi,m
soierie,f
soignant,m
soin,m
soirée,f
soissonnais,m
soixante-huitard,m
soixante,m
soja,m
sol,m
solanacée,f
solarium,m
soldat,m
soldate,f
solderie,f
soldeur,m
sole,f
solécisme,m
soleil-roi,m
soleil,m
solen,m
solennité,f
solénoïde,m
solex,m
solfatare,f
solfège,m
solicitor,m
solidarité,f
solide,m
solidification,f
solidité,f
solidus,m
soliflore,m
soliloque,m
solipsisme,m
solitude,f
solive,f
soliveau,m
sollicitation,f
solliciteur,m
solliciteuse,f
sollicitude,f
solo,m
solstice,m
solubilité,f
solucamphre,m
soluté,m
solution,f
solutionneur,m
solvabilité,f
solvant,m
soma,m
somalien,m
sombrero,m
sommaire,m
sommation,f
somme,m
somme2,f
sommeil,m
sommelier,m
sommet,m
sommier,m
sommité,f
somnambulisme,m
somnifère,m
somno,m
somnolence,f
somptuosité,f
sonagramme,m
sonar,m
sonate,f
sonatine,f
sondage,m
sonde,f
sondé,m
sondée,f
sondeur,m
sondeuse,f
song,m
songe,m
songeuse,f
sonnaille,f
sonnerie,f
sonnet,m
sonnette,f
sonneur,m
sono,f
sonoluminescence,f
sonomètre,m
sonorisateur,m
sonorisation,f
sonorité,f
sonothèque,f
sonotone,m
sophie,f
sophisme,m
sophistication,f
sophora,m
sopor,m
sorbe,f
sorbet,m
sorbetière,f
sorbier,m
sorbitol,m
sorbonnarde,f
sorbonne,f
sorcellerie,f
sorcière,f
sordidité,f
sorgho,m
sorite,m
sororité,f
sort,m
sorte,f
sortilège,m
sotie,f
sotte,f
sottise,f
soubassement,m
soubise,f
soubrette,f
souche,f
souchet,m
souchette,f
souci,m
soucoupe,f
soudage,m
soude,f
soudeuse,f
soue,f
soufflage,m
soufflant,m
soufflante,f
souffle,m
soufflé,m
soufflement,m
soufflerie,f
souffleur,m
soufflure,f
souffrance,f
souffre-douleur,m
soufi,m
soufrage,m
soufre,m
souhait,m
souillage,m
souillarde,f
souille,f
souillure,f
souk,m
soûlarde,f
soulier,m
soûlographie,f
soumission,f
soupape,f
soupçon,m
soupe,f
soupeur,m
soupière,f
soupirail,m
soupirant,m
souplesse,f
souquenille,f
source,f
sourcier,m
sourd,m
sourde-muette,f
sourdine,f
souriceau,m
souricière,f
sourire,m
sournois,m
sournoise,f
sournoiserie,f
sous-alimenté,m
sous-classe,f
sous-comité,m
sous-commission,f
sous-continent,m
sous-couche,f
sous-cul,m
sous-développé,m
sous-développement,m
sous-diacre,m
sous-directeur,m
sous-directrice,f
sous-division,f
sous-dominante,f
sous-effectif,m
sous-emploi,m
sous-ensemble,m
sous-espace,m
sous-espèce,f
sous-estimation,f
sous-garde,f
sous-genre,m
sous-gorge,f
sous-groupe,m
sous-humanité,f
sous-intendant,m
sous-lieutenant,m
sous-location,f
sous-main,m
sous-maîtresse,f
sous-marinier,m
sous-marque,f
sous-merde,f
sous-ministre,m
sous-off,m
sous-officier,m
sous-ordre,m
sous-pied,m
sous-plat,m
sous-préfecture,f
sous-préfet,m
sous-prieur,m
sous-produit,m
sous-programme,m
sous-prolétariat,m
sous-pull,m
sous-secrétaire,m
sous-secrétariat,m
sous-secteur,m
sous-section,f
sous-sol,m
sous-station,f
sous-système,m
sous-tension,f
sous-traitance,f
sous-traitant,m
sous-verge,m
sous-verre,m
sous-vêtement,m
sous,m
souscripteur,m
souscription,f
soustraction,f
soutache,f
soutane,f
soutanelle,f
soute,f
soutenance,f
soutènement,m
soutien,m
soutier,m
soutirage,m
soutra,m
souvenance,f
souverain,m
souveraine,f
souvlaki,m
soviet,m
soviétisation,f
soviétisme,m
sovkhoze,m
soya,m
spadille,m
spaghetti,m
spahi,m
spamming,m
sparring-partner,m
sparte,f
spartéine,f
sparterie,f
spasmophilie,f
spasticité,f
spath,m
spatial,m
speakeasy,m
speaker,m
spéciale,f
spécialisation,f
spécialité,f
species,m
spécification,f
spécificité,f
spécimen,m
spectacle,m
spectateur,m
spectatrice,f
spectrogramme,m
spectrographe,m
spectrographie,f
spectrohéliographe,m
spectromètre,m
spectrométrie,f
spectrophotomètre,m
spectroscope,m
spectroscopie,f
spéculateur,m
spéculation,f
spéculatrice,f
spéculoos,m
spéculum,m
speech,m
speed,m
spéléo,f
spéléologie,f
spéléotomie,f
spencer,m
spenglérienne,f
spermaceti,m
spermato,m
spermatogenèse,f
spermatozoïde,m
sperme,m
spermicide,m
spermogramme,m
spermophile,m
spetsnaz,f
sphaigne,f
sphère,f
sphéricité,f
sphéroïde,m
sphincter,m
sphinge,f
sphinx,m
sphygmomanomètre,m
spi,m
spic,m
spica,m
spicule,m
spin,m
spina-bifida,m
spina-ventosa,m
spina,f
spinnaker,m
spinozisme,m
spirale,f
spirée,f
spiritisme,m
spiritualisme,m
spiritualité,f
spirituel,m
spirochète,m
spirographe,m
spiromètre,m
spiruline,f
spitz,m
splénectomie,f
splénique,m
spoiler,m
spoliation,f
spolié,m
spoliée,f
spondée,m
spondylarthrose,f
spondylite,f
sponsoring,m
spontanéité,f
sportif,m
sportive,f
sportivité,f
sportsman,m
sportswear,m
spot,m
spoutnik,m
spray,m
sprechgesang,m
sprinkler,m
sprint,m
sprinter,m
spruce,m
spumosité,f
squame,f
square,m
squash,m
squatter,m
squeeze,m
squelette,m
squire,m
sri lankais,m
stabat mater,m
stabilisant,m
stabulation,f
stade,m
stadium,m
staff,m
stage,m
stagflation,f
stagnation,f
stalactite,f
stalag,m
stalinisme,m
stalle,f
stance,f
standard,m
standardisation,f
staphylococcie,f
staphylocoque,m
star-system,m
star,f
starking,f
starlette,f
staroste,m
starter,m
starting-gate,f
statère,m
statice,m
station-éclair,f
station-service,f
station,f
statique,f
statisticien,m
statisticienne,f
statistique,f
statu quo,m
statue,f
statuette,f
stature,f
status,m
stayer,m
steak,m
steamboat,m
stéarate,m
steeple-chase,m
steeple,m
stegomya,f
stégosaure,m
stèle,f
stem,m
stencil,m
stendhalien,m
sténodactylographie,f
sténographie,f
sténopé,m
sténose,f
sténotype,f
stéphanois,m
stepper,m
stercoraire,m
stère,m
stéréo,f
stéréophonie,f
stéréoscope,m
stéréoscopie,f
stéréotype,m
stéréotypie,f
stérilet,m
stérilisateur,m
stérilisation,f
stérilité,f
sterling,m
sterne,f
sternum,m
stéthoscope,m
stetson,m
steward,m
stick,m
sticker,m
stigma,m
stigmate,m
stilton,m
stimulant,m
stimulation,f
stimulus-réponse,m
stimulus,m
stipe,m
stipulation,f
stipule,f
stock-option,f
stockage,m
stoïcien,m
stoïcisme,m
stoker,m
stokes,m
stomate,m
stomie,f
stomoxys,m
stoppage,m
stoppeur,m
stoppeuse,f
storage,m
store,m
story-board,m
stradivarius,m
stramoine,f
stramonium,m
strapontin,m
stratagème,m
stratège,m
stratégie,f
stratification,f
stratosphère,f
stratus,m
strelitzia,m
streptococcie,f
streptocoque,m
streptokinase,f
streptomycine,f
stretching,m
striation,f
stridence,f
stridor,m
strie,f
string,m
strip-poker,m
strip-teaseuse,f
strip,m
stroboscope,m
strontiane,f
strontium,m
strophe,f
stropiat,m
structuralisme,m
structuration,f
structure,f
struggle for life,m
strychnos,m
stryge,f
stuc,m
studette,f
studiolo,m
stuka,m
stup,m
stupa,m
stupéfaction,f
stupéfiant,m
stupeur,f
stupidité,f
style,m
stylet,m
stylisation,f
stylisme,m
stylite,m
stylo-feutre,m
stylo,m
stylographe,m
stylomine,m
styrax,m
styrène,m
sub-espace,m
sub-zéro,m
subculture,f
subduction,f
suber,m
subjectivisme,m
subjectivité,f
subjonctif,m
subjugation,f
sublimation,f
sublimé,m
sublimité,f
submersion,f
subordination,f
subordonné,m
subordonnée,f
subornation,f
subrécargue,m
subrogation,f
subside,m
substance,f
substitution,f
substrat,m
substratum,m
substruction,f
subtilité,f
subvention,f
suçage,m
succédané,m
succès,m
successeur,m
succession,f
succursale,f
suceur,m
suçoir,m
suçon,m
suçotement,m
sucre,m
sucré,m
sucrette,f
sucrière,f
sud-africain,m
sud-africaine,f
sud-américain,m
sud-américaine,f
sud-coréen,m
sud-est,m
sud-sud-est,m
sud-vietnamien,m
sudation,f
suède,m
suédine,f
suédois,m
suédoise,f
suerte,f
suffète,m
suffisance,f
suffixe,m
suffocation,f
suffrage,m
suggestibilité,f
suggestion,f
suggestivité,f
sui,m
suicidant,m
suicide,m
suicidé,m
suicidée,f
suie,f
suiffard,m
suissesse,f
suite,f
suivant,m
suivante,f
suiveur,m
suiveuse,f
suivez-moi-jeune-homme,m
suivi,m
sujet,m
sujétion,f
sujette,f
sulfamide,m
sulfatage,m
sulfateuse,f
sulfite,m
sulfonate,m
sulky,m
sultanat,m
sultane,f
sumac,m
sumérien,m
summum,m
sunna,f
super-espion,m
super-grand,m
super-puissance,f
superbe,f
supercalculateur,m
supercarburant,m
superchampion,m
supercherie,f
supérette,f
superfamille,f
superficialité,f
superficie,f
superflu,m
superfluité,f
supérieur,m
supérieure,f
superintendant,m
superintendante,f
supériorité,f
superlatif,m
supermarché,m
supernova,f
superordinateur,m
superphosphate,m
superposition,f
superpouvoir,m
superproduction,f
supersonique,m
superstitieuse,f
superstition,f
superstructure,f
supertanker,m
supervision,f
supin,m
supination,f
suppléance,f
suppléant,m
suppléante,f
supplément,m
supplétif,m
supplication,f
supplicié,m
suppliciée,f
support,m
supporter,m
supporteur,m
supportrice,f
supports-chaussette,m
supposition,f
suppositoire,m
suppôt,m
suppresseur,m
suppression,f
suppuration,f
supraconducteur,m
supraconductivité,f
suprématie,f
sur-mesure,m
sur-place,m
sur,m
surabondance,f
suractivité,f
suradaptation,f
surah,m
suralimentation,f
surard,m
surarmement,m
surboum,f
surbrillance,f
surcapacité,f
surcharge,f
surchauffe,f
surchoix,m
surcompensation,f
surconsommation,f
surcontre,m
surcot,m
surcoût,m
surcroît,m
surdité,f
surdosage,m
surdose,f
surdoué,m
sureau,m
sureffectif,m
surélévation,f
suremploi,m
surentraînement,m
surestimation,f
sûreté,f
surévaluation,f
surexcitation,f
surexposition,f
surf,m
surfaçage,m
surfactant,m
surfacturation,f
surfeuse,f
surfilage,m
surgelé,m
surgénérateur,m
surgeon,m
surhumain,m
surhumanité,f
suricate,m
surimi,m
surimpression,f
surinfection,f
surinformation,f
surintendance,f
surintendant,m
surintendante,f
surintensité,f
surinvestissement,m
surjet,m
surjeteuse,f
surlendemain,m
surligneur,m
surmâle,m
surmédicalisation,f
surmoi,m
surmulot,m
surnaturel,m
surnom,m
surpatte,f
surpeuplement,m
surpiqûre,f
surplis,m
surplomb,m
surplus,m
surpoids,m
surpopulation,f
surpresseur,m
surpression,f
surprime,f
surprise-partie,f
surprise,f
surproduction,f
surprotectrice,f
surpuissance,f
surréalisme,m
surréalité,f
surréel,m
surrégime,m
surréservation,f
sursaut,m
sursis,m
surtaxe,f
surtension,f
surtout,m
surveillance,f
surveillant,m
surveillante,f
survenant,m
survenue,f
survêt,m
survie,f
survitesse,f
survivance,f
survivante,f
survol,m
survoltage,m
survolteur,m
susceptibilité,f
suscription,f
susdit,m
susdite,f
susnommé,m
suspecte,f
suspension,f
suspensoir,m
suspente,f
suspicion,f
sustentation,f
susucre,m
susurrement,m
sutémi,m
suture,f
suzerain,m
suzeraineté,f
svastika,m
sveltesse,f
sweat-shirt,m
sweater,m
sweepstake,m
swing,m
sybaritisme,m
sycomore,m
sycophante,m
syénite,f
syllabus,m
syllepse,f
syllogisme,m
sylphe,m
sylphide,f
sylvain,m
sylve,f
sylviculture,f
symbionte,m
symbiose,f
symbiote,m
symbolisation,f
symbolisme,m
symétrie,f
sympathectomie,f
sympathisant,m
sympathisante,f
symphonie,f
symphorine,f
symphyse,f
symposium,m
symptomatologie,f
synagogue,f
synchronie,f
synchronisation,f
synchroniseur,m
synchronisme,m
synchrotron,m
syncope,f
syncrétisme,m
syndic,m
syndicalisation,f
syndicalisme,m
syndicat,m
syndication,f
syndiqué,m
synecdoque,f
synérèse,f
synergie,f
synesthésie,f
synode,m
synonyme,m
synopsie,f
synopsis,m
synovite,f
syntagme,m
syntaxe,f
synthé,m
synthétiseur,m
syphilis,f
syrah,f
syrien,m
syrienne,f
syringomyélie,f
syrinx,f
syrte,f
systématisation,f
système,m
systèmes-clé,m
systole,f
syzygie,m
t-shirt,m
t',m
tabagie,f
tabagisme,m
tabard,m
tabaski,f
tabassée,f
tabatière,f
tabellion,m
tabernacle,m
tabès,m
tabla,m
tablature,f
table-bureau,f
table-coiffeuse,f
table,f
tableautin,m
tablée,f
tablette,f
tabletterie,f
tableur,m
tabloïd,m
tabor,m
taborite,m
taboulé,m
tabouret,m
tabulateur,m
tabulation,f
tac,m
tacaud,m
tache,f
tachéomètre,m
tâcheron,m
tacheture,f
tachyarythmie,f
tachymètre,m
tachyon,m
taciturnité,f
tacle,m
tacon,m
taconnet,m
tact,m
tacticien,m
tadjik,m
tadorne,m
tafanard,m
taffe,f
tafia,m
tag,m
tagalog,m
tagger,m
tagliatelle,f
tahitienne,f
taï chi,m
taie,f
taifa,m
taïga,f
taillandier,m
taillant,m
taille-crayon,m
taille-douce,f
taille-haie,m
taille,f
tailleur-pantalon,m
tailleur,m
tailleuse,f
tailloir,m
taillon,m
tain,m
tajine,m
take-off,m
tala,m
talent,m
talion,m
talisman,m
talkie-walkie,m
talkie,m
talle,f
tallipot,m
talmouse,f
taloche,f
talon,m
talonnade,f
talonnette,f
talonneur,m
talure,f
tamagotchi,m
tamanoir,m
tamarin,m
tamarinier,m
tambouille,f
tambour-major,m
tambour,m
tambourinade,f
tambourinaire,m
tambourinement,m
tambourineur,m
tamia,m
tamis,m
tamisage,m
tamise,f
tamiseur,m
tamoul,m
tamouré,m
tampax,m
tampon-buvard,m
tampon,m
tamponnade,f
tamponnage,m
tamponnement,m
tamponnoir,m
tan-sad,m
tan,m
tanaisie,f
tanche,f
tandem,m
tandoori,m
tangara,m
tangence,f
tangerine,f
tangibilité,f
tango,m
tangon,m
tangue,f
tanin,m
tanka,m
tanker,m
tannage,m
tanne,f
tanrec,m
tante,f
tantième,m
tantine,f
tantôt,m
tantouse,f
tantra,m
tao,m
taoïsme,m
tapa,m
tapageur,m
tape-à-l'oeil,m
tape,f
tapement,m
tapenade,f
tapette,f
tapeur,m
tapeuse,f
tapinage,m
tapineuse,f
tapioca,m
tapir,m
tapis-brosse,m
tapis,m
tapisserie,f
tapissier,m
tapotis,m
taquet,m
taquinerie,f
taquoir,m
tarabiscot,m
tarabiscotage,m
tarama,m
tarare,m
tarbais,m
tarbouche,m
tarbouif,m
tarderie,f
tardigrade,m
tardillon,m
tare,f
taré,m
tarentelle,f
taret,m
targe,f
targui,m
taride,f
tarière,f
tarif,m
tarification,f
tarissement,m
tarlatane,f
tarmac,m
tarpan,m
tarpé,m
tarpon,m
tarse,m
tarsier,m
tartarin,m
