phon,gen
ʁətʁusɛt,f
ʁətʁusi,m
ʁEtʁOvɛʁsjɔ̃,f
ʁEtʁoviʁys,m
ʁEtʁOvizœʁ,m
ʁEtsina,m
ʁØbø,m
ʁEynifikasjɔ̃,f
ʁEynjɔ̃,f
ʁEynjOnɛ,m
ʁEynjOnit,f
ʁEysit,f
ʁEytilizasjɔ̃,f
ʁəvalidasjɔ̃,f
ʁəvalOʁizasjɔ̃,f
ʁəvɑ̃ʃaʁ,m
ʁəvɑ̃ʃaʁd,f
ʁəvɑ̃ʃ,f
ʁEvasəʁi,f
ʁEvɛj,m
ʁEvɛjmatɛ̃,m
ʁEvEjœʁ,m
ʁEvEjɔ̃,m
ʁEvEjOnœʁ,m
ʁEvElatœʁ,m
ʁEvElasjɔ̃,f
ʁəvənɑ̃,m
ʁəvɑ̃dœʁ,m
ʁəvɑ̃døz,f
ʁəvɑ̃dikatœʁ,m
ʁəvɑ̃dikasjɔ̃,f
ʁəvəny,m
ʁEvɛʁbEʁasjɔ̃,f
ʁEvɛʁbɛʁ,m
ʁEvEʁɑ̃s,f
ʁEvEʁɑ̃,m
ʁEvəʁi,f
ʁəvɛʁ,m
ʁEvɛʁsibilite,f
ʁEvɛʁsjɔ̃,f
ʁəvɛtəmɑ̃,m
ʁEvœʁ,m
ʁEvøz,f
ʁəvjɛ̃,m
ʁəviʁəmɑ̃,m
ʁEvizœʁ,m
ʁEvizjɔ̃,f
ʁEvizjOnizm,m
ʁəvitalizasjɔ̃,f
ʁəvajvOl,m
ʁəvivisɑ̃s,f
ʁEvOkasjɔ̃,f
ʁəvwaʁ,m
ʁEvɔlt,f
ʁEvɔlte,m
ʁEvɔlte,f
ʁEvOlysjɔ̃,f
ʁəvy,f
ʁEvylsif,m
ʁEvylsjɔ̃,f
ʁEdʃOse,m
ʁEdʒaʁdɛ̃,m
ʁəzu,m
ʁabijaʒ,m
ʁabijœʁ,m
ʁEOsta,m
ʁEzys,m
ʁEtœʁ,m
ʁEtOʁik,f
ʁɛ̃gʁav,m
ʁinit,f
ʁino,m
ʁinOsEʁɔs,m
ʁinOplasti,f
ʁinOskOpi,f
ʁizom,m
ʁizOpys,m
ʁo,m
ʁOdamin,f
ʁOdja,m
ʁOdjɔm,m
ʁOdo,m
ʁOdOdɛ̃dʁɔ̃,m
ʁOdOid,m
ʁɔ̃b,m
ʁɔ̃bOid,m
ʁOvil,m
ʁɔm,m
ʁymatOlOʒi,f
ʁɔməʁi,f
ʁɛ̃ʃit,m
ʁijOlit,f
ʁitmɛnbluz,m
ʁja,f
ʁjal,m
ʁibɑ̃bɛl,f
ʁibo,m
ʁibɛs,m
ʁiblœʁ,m
ʁibOflavin,f
ʁibOzom,m
ʁibɔt,f
ʁibOtœʁ,m
ʁibwi,m
ʁibuldɛ̃g,f
ʁikɛn,f
ʁikanœʁ,m
ʁiʃaʁ,m
ʁiʃaʁd,f
ʁiʃəljø,m
ʁiʃɛs,f
ʁiʃɔm,m
ʁikOʃɛ,m
ʁikOta,f
ʁiktys,m
ʁid,f
ʁidɛl,f
ʁidikyl,m
ʁidikylizasjɔ̃,f
ʁidikylite,f
ʁidyl,f
ʁjɛl,m
ʁjɛ̃,m
ʁjøz,f
ʁifɛ̃,m
ʁififi,m
ʁiflaʁ,m
ʁiflɛt,f
ʁift,m
ʁigOdɔ̃,m
ʁigOlad,f
ʁigOlaʒ,m
ʁigOlaʁ,m
ʁigOlaʁd,f
ʁigɔl,f
ʁigOlo,m
ʁigOlɔt,f
ʁigOʁizm,m
ʁiguʁøz,f
ʁigœʁ,f
#DEF#,f
#DEF#,m
ʁimajəʁi,f
ʁimajœʁ,m
ʁimaj,f
ʁimœʁ,m
ʁimøz,f
ʁɛ̃saʒ,m
ʁɛ̃sbuʃ,m
ʁɛ̃se,f
ʁɛ̃sɛt,f
ʁɛ̃sœʁ,m
ʁɛ̃gaʁ,m
ʁɛ̃gaʁd,f
ʁɛ̃gaʁdiz,f
ʁiŋk,m
ʁjOʁa,m
ʁipatɔ̃,m
ʁip,f
ʁipœʁ,m
ʁipOlɛ̃,m
ʁipu,m
ʁiʁ,m
ʁiz,f
ʁajzœʁ,m
ʁizɛt,f
ʁizibilite,f
ʁizOʁjys,m
ʁizOto,m
ʁisk,m
ʁisɔl,f
ʁital,m
ʁital,f
ʁit,m
ʁituʁnɛl,f
ʁit,f
ʁitɥalizasjɔ̃,f
ʁival,m
ʁival,f
ʁivalite,f
ʁivəʁɛ̃,m
ʁivətaʒ,m
ʁivətøz,f
ʁivjEʁa,f
ʁivwaʁ,m
ʁiksdal,f
ʁiks,f
ʁiminyt,m
ʁipɛ̃sɛl,m
ʁizjɛʁ,f
ʁOdstœʁ,m
ʁOzbif,m
ʁObɛʁ,m
ʁObɛt,f
ʁObɛ̃,m
ʁObinɛ,m
ʁObinɛtəʁi,f
ʁObinje,m
ʁObɛ̃sɔ̃,m
ʁObɛ̃sOnad,m
ʁOblo,m
ʁObo,m
ʁObOtik,f
ʁObyʁit,f
ʁObystɛs,f
ʁɔk,m
ʁOkad,f
ʁOkaj,f
ʁOkɑ̃bɔl,f
ʁOʃasje,m
ʁɔʃ,f
ʁOʃɛl,f
ʁOʃɛ,m
ʁOʃje,m
ʁɔkɛnʁɔl,m
ʁOkɛt,m
ʁOkœʁ,m
ʁOkøz,f
ʁOkiŋʃɛʁ,m
ʁOkOko,m
ʁOdaʒ,m
ʁOdEo,m
ʁOdeo,m
ʁOdœʁ,m
ʁOdøz,f
ʁOdOmɔ̃tad,f
ʁœntgɛn,m
ʁOgasjɔ̃,f
ʁOgatɔ̃,m
ʁɔɲəpje,m
ʁOɲyʁ,f
ʁOgɔm,m
ʁɔg,f
ʁwaʁwa,m
ʁwasOlɛj,m
ʁwadœʁ,f
ʁoltitʁ,m
ʁol,m
ʁOlœʁ,m
ʁOlmɔps,m
ʁOmɛ̃,m
ʁOmɛn,f
ʁOmɑ̃fœjətɔ̃,m
ʁOmɑ̃flœv,m
ʁOmɑ̃foto,m
ʁOmɑ̃,m
ʁOmɑ̃sEʁo,m
ʁOmɑ̃ʃ,m
ʁOmɑ̃sje,m
ʁOmɑ̃sjɛʁ,f
ʁOmani,m
ʁOmaniʃɛl,f
ʁOmanizasjɔ̃,f
ʁOmanite,f
ʁOmɑ̃tisizm,m
ʁOmɑ̃tizm,m
ʁOmaʁɛ̃,m
ʁɔ̃bjɛʁ,f
ʁɔ̃,m
ʁɔ̃s,f
ʁɔ̃sɛ,m
ʁɔ̃ʃɔ̃,m
ʁɔ̃ʃOnœʁ,m
ʁɔ̃ʃOnøz,f
ʁɔ̃ʃOno,m
ʁɔ̃sje,m
ʁɔ̃dkɥiʁ,m
ʁɔ̃daʃ,f
ʁɔ̃do,m
ʁɔ̃dəlɛ,m
ʁɔ̃dɛl,f
ʁɔ̃dɛ̃,m
ʁOnEo,f
ʁɔ̃flɛt,f
ʁɔ̃flœʁ,m
ʁɔ̃fløz,f
ʁɔ̃ʒəmɑ̃,m
ʁonje,m
ʁOnɛ̃,m
ʁonɛ̃,m
ʁɔ̃ʁɔ̃,m
ʁØntgɛns,m
ʁuf,m
ʁOploplo,m
ʁOkɑ̃tɛ̃,m
ʁOkɛ,m
ʁOkɛt,f
ʁɔʁkal,m
ʁOzas,f
ʁOzaʒ,m
#DEF#,f
ʁOsbif,m
ʁozkʁwa,m
ʁoze,m
ʁOzo,m
ʁoze,f
ʁOzəljɛʁ,f
ʁOzEɔl,f
ʁOzəʁɛ,f
ʁOzɛt,f
ʁOzœʁ,f
ʁOzikʁysjɛ̃,m
ʁOzikʁysjɛn,f
ʁOzje,m
ʁOzjɛʁ,f
ʁOsaʁ,m
ʁɔs,f
ʁOse,f
ʁɔsəʁi,f
ʁOsiɲɔl,m
ʁOsinɑ̃t,f
ʁɔstʁ,m
ʁOtaʁi,m
ʁOtasjɔ̃,f
ʁOtativ,f
ʁɔt,f
ʁOtɑ̃gl,m
ʁOtEnɔn,f
ʁOtœʁ,m
ʁoti,m
ʁOti,f
ʁOtɛ̃,m
ʁOtisəʁi,f
ʁOtisœʁ,m
ʁOtisøz,f
ʁoto,f
ʁOtɔ̃d,f
ʁOtɔ̃dite,f
#DEF#,m
ʁOtɔʁ,m
ʁOtOto,m
ʁOtyl,f
ʁOtyʁ,f
ʁOtyʁje,m
ʁwaʒ,m
ʁwɑ̃,m
ʁubEzjɛn,f
#DEF#,f
ʁublaʁ,m
ʁublaʁd,f
ʁublaʁdiz,f
ʁubl,m
ʁukulad,f
ʁukuləmɑ̃,m
ʁukulœʁ,m
ʁududu,m
ʁwɛl,f
ʁwanɛz,f
ʁwɛnəʁi,f
ʁuʒgɔʁʒ,m
ʁuʒkø,m
ʁuʒo,m
ʁuʒœʁ,f
ʁuʒisəmɑ̃,m
ʁujaʁd,f
ʁuj,f
ʁujyʁ,f
ʁulad,f
ʁulaʒ,m
ʁulɑ̃t,f
ʁulEbule,m
ʁul,m
ʁulo,m
ʁulɛt,f
ʁulje,m
ʁulɔt,f
ʁulOtje,m
ʁulOtjɛʁ,f
ʁulyʁ,f
ʁumɛ̃,m
ʁumɛn,f
ʁumi,m
ʁund,m
ʁupan,f
ʁupɛt,f
#DEF#,f
ʁupi,f
ʁupijɔ̃,m
ʁukɛt,f
ʁukɛ̃,m
ʁukin,f
ʁuspEtaʒ,m
ʁuspEtɑ̃s,f
ʁuspEtœʁ,m
ʁus,f
ʁuso,m
ʁusəʁɔl,f
ʁusɛt,f
ʁusi,m
ʁusɛ̃,m
ʁusisyʁ,f
ʁust,f
ʁustɔ̃,m
#DEF#,m
ʁutaʒ,m
ʁutaʁ,m
ʁutœʁ,m
ʁutje,m
ʁutjɛʁ,f
ʁutɛ̃,m
ʁuvʁ,m
ʁu,m
ʁwajal,f
#DEF#,f
ʁwajalti,f
ʁwajom,m
ʁwajote,f
ʁy,m
ʁyad,f
ʁybEɔl,f
ʁybja,m
ʁybi,m
ʁybʁikaʁ,m
ʁybʁik,f
ʁyʃ,f
ʁyʃe,m
ʁyʃe,f
ʁyksak,m
ʁydimɑ̃,m
ʁydwamɑ̃,m
ʁɥe,f
ʁygOzite,f
ʁɥin,f
ʁɥisəlɛ,m
ʁɥisɛləmɑ̃,m
ʁɥisɔ̃,m
ʁumba,f
ʁyminɑ̃,m
ʁyminəmɑ̃,m
ʁɔmstɛk,m
ʁyn,f
ʁyniŋ,m
ʁypin,f
ʁyptœʁ,m
ʁyptyʁ,f
ʁyʁal,m
ʁyʁal,f
ʁyz,f
ʁyze,m
ʁœʃ,m
ʁysifikasjɔ̃,f
ʁysyl,f
ʁysto,m
ʁystod,f
ʁystisite,f
ʁystin,f
ʁyt,m
ʁytabaga,m
ʁytœʁfɔʁd,m
ʁytilɑ̃s,f
ʁitm,m
s,m
sa,f
sabajɔ̃,m
saba,m
sabɛl,f
sabin,f
sabiʁ,m
sabl,m
sablije,m
sablijɛʁ,f
sablɔ̃,m
sabɔʁ,m
sabɔʁdaʒ,m
sabo,m
sabOtaʒ,m
sabɔtəʁi,f
sabOtøz,f
sabOtje,m
sabʁa,m
sabʁətaʃ,f
sakad,f
sakaʒ,m
sakaʒœʁ,m
sakaɲ,f
#DEF#,m
sakaʁoz,m
sakylin,f
saʃɛm,m
saʃɛ,m
sakɔʃ,f
sakʁalizasjɔ̃,f
sakʁEkœʁ,m
sakʁe,m
sakʁɛ,m
sakʁifikatœʁ,m
sakʁifis,m
sakʁifje,m
sakʁistɛ̃,m
sakʁistɛn,f
sakʁisti,f
sakʁistin,f
sakʁɔm,m
sadysEɛ̃,m
sadizm,m
sadOmazOʃizm,m
safaʁifOto,m
safʁɑ̃,m
saga,f
sagɛ,f
sagaʁ,m
saʒfam,f
saʒɛs,f
saʒɛt,f
sagutje,m
sagɔm,m
saaʁjɛn,f
saib,m
sai,m
sɛ,f
sEɲe,f
sEɲəmɑ̃,m
sEɲœʁ,m
sɛ̃du,m
sɛ̃fwɛ̃,m
sɛ̃bɛʁnaʁ,m
sɛ̃kʁEpɛ̃,m
sɛ̃tEmiljɔ̃,m
sɛ̃tEspʁi,m
sɛ̃fʁyskɛ̃,m
sɛ̃ʒɛʁmɛ̃,m
sɛ̃glɛ̃glɛ̃,f
sɛ̃gi,m
sɛ̃tOnOʁe,m
sɛ̃tybɛʁ,f
sɛ̃nEktɛʁ,m
sɛ̃pOlɛ̃,m
sɛ̃sjɛʒ,m
sɛ̃sinɔd,m
sɛ̃,m
sɛ̃tnituʃ,f
sɛ̃t,f
sEziaʁɛ,f
sEzi,f
sEzisəmɑ̃,m
sEzɔ̃,f
sEzOnje,m
sEzOnjɛʁ,f
saki,m
sal,m
salasite,f
salad,f
salEzɔ̃,f
salam,m
salamalɛk,m
salamɑ̃dʁ,f
salɑ̃k,f
salaʁja,m
salaʁje,m
sala,f
saləte,f
salœʁ,m
salikɛʁ,f
salisin,f
salikɔʁn,f
saljɛʁ,f
salɛ̃,m
salin,f
salinite,f
salivasjɔ̃,f
saliv,f
salivœʁ,m
salmi,m
salmOnɛl,f
salmOnEloz,f
salmOnide,m
salOnaʁ,m
salOnje,m
salOnjɛʁ,f
salun,m
salOpaʁ,m
salɔpəʁi,f
salOpɛt,f
salOpjo,m
salpEtʁijɛʁ,f
salpikɔ̃,m
salpɛ̃ʒit,f
salsa,f
salsəpaʁɛj,f
salsifi,m
salto,m
salɥœʁ,m
saly,m
salvadɔʁjɛ̃,m
salvadɔʁjɛn,f
salvasjɔ̃,f
salv,f
samaʁa,m
samaʁitɛ̃,m
samaʁitɛn,f
sɑ̃bEnito,m
sambo,m
samizda,m
sami,m
samuʁaj,m
samOjɛd,m
sɑ̃pɑ̃,m
sɑ̃pl,m
sɑ̃ple,m
sana,m
sanatOʁjɔm,m
sɑ̃sɛʁ,m
sɑ̃ktifikasjɔ̃,f
sɑ̃ktɥɛʁ,m
sɑ̃ktys,m
sɑ̃dal,f
sɑ̃dalɛt,f
sɑ̃dalje,m
sɑ̃dɛʁliŋ,m
sɑ̃djak,m
sɑ̃do,m
sɑ̃dʁ,m
sɑ̃dwitʃ,m
sɑ̃fʁwa,m
sɑ̃glije,m
sɑ̃gɛ̃,m
sanEdʁɛ̃,m
sani,f
sanitɛʁ,m
sɑ̃kylɔt,m
sɑ̃kylOtid,f
sɑ̃fasɔ̃,m
sɑ̃fot,m
sɑ̃fil,m
sɑ̃gʁad,m
sɑ̃skʁi,m
sɑ̃sOnɛ,m
sɑ̃te,f
sɑ̃tjag,f
sɑ̃tɔʃ,f
saudjɛn,f
sulaʁ,m
suləʁi,f
sapaʒu,m
sapɛʁlɔt,m
sapœʁpɔ̃pje,m
sapœʁ,m
safiʁ,m
safizm,m
sapidite,f
sapjɑ̃s,f
sapin,f
sapinɛt,f
sapinjɛʁ,f
sapOnɛʁ,f
sapOnifikasjɔ̃,f
sapOnit,f
sapOtij,f
sapOtije,m
saʁ,m
saʁa,f
saʁbakan,f
saʁkasm,m
saʁsin,f
saʁklaʒ,m
saʁklɛt,f
saʁkløz,f
saʁklwaʁ,m
saʁkOidoz,f
saʁkOfaʒ,m
saʁdan,f
saʁdin,f
saʁdinje,m
saʁdwan,f
saʁgas,f
saʁig,f
saʁɛ̃,m
saʁɔ̃g,m
saʁwal,m
saʁwɛl,m
saʁasEni,f
saʁjɛt,f
saʁwa,m
saʁysOfɔn,m
saʃimi,m
sasafʁa,m
sasœʁ,m
satanizm,m
satElit,m
satElitEspjɔ̃,m
sati,m
sasjasjɔ̃,f
sasjEte,f
satinɛt,f
satisfaksjɔ̃,f
satisfEsit,m
satʁapi,f
satyʁnal,f
satyʁnjɛn,f
satyʁnizm,m
sos,f
sose,f
sosje,m
sOsjɛʁ,f
sOsis,f
sOsisɔ̃,m
sOsisOnaʒ,m
sOfkɔ̃dɥi,m
soʒ,f
sOlɛ,f
sOnje,m
sOmɔ̃,m
sOmOno,m
sOmOnɛt,f
sOmyʁaʒ,m
sOmyʁ,f
sOnjɛʁ,f
sOpudʁaʒ,m
sOpudʁœʁ,m
sOʁa,m
sOʁjɛ̃,m
sOʁɛ̃,m
sOsɛ,f
sOdəli,m
sOtmutɔ̃,m
sOtʁɥiso,m
sotɛl,f
sOtəʁɛl,f
sotəʁi,f
sOtɛʁn,m
sOtœʁ,m
sOtøz,f
sOtijəmɑ̃,m
sOtwaʁ,m
sOtɔ̃,m
sOvaʒɔ̃,m
sOvaʒəʁi,f
sOvaʒɛs,f
sOvaʒɛ̃,m
sOvaʒin,f
sOvkipø,m
sOvəgaʁd,f
sOvəte,f
sOvətœʁ,m
sOvœʁ,m
sovøz,f
sOviɲɔ̃,m
savɑ̃,m
savɑ̃tas,m
savɑ̃t,f
savaʁɛ̃,m
savœʁ,f
savwaʁfɛʁ,m
savwaʁ,m
savOnaʒ,m
savOne,f
savɔnəʁi,f
savOnɛt,f
savwajaʁd,f
saks,m
saksifʁagase,f
saksifʁaʒ,f
sakso,m
saksɔ̃,m
saksɔn,f
saksOfɔn,m
sEnɛt,f
sEjɔ̃,m
skafɛʁlati,m
skalɛʁ,m
skalp,m
skalpɛl,m
skalpœʁ,m
skɑ̃pi,m
skɑ̃dal,m
skanaʒ,m
skanœʁ,m
skaniŋ,m
skanOgʁafi,f
skɑ̃sjɔ̃,f
skafɑ̃dʁ,m
skafɑ̃dʁije,m
skapɛ̃,m
skaʁ,m
skaʁifikasjɔ̃,f
skaʁlatin,f
skaʁɔl,f
skat,m
skatOlOʒi,f
skatOlɔg,m
skatœʁ,m
skazɔ̃,m
sElEʁa,m
sElEʁat,f
sElEʁatɛs,f
sElaʒ,m
sEle,m
sɛləmɑ̃,m
sEnaʁ,m
sEnaʁimaʒ,m
sEnaʁjo,m
sɛnkle,f
sEnikʁɛlwɛ,m
sEnOgʁafi,f
sEptisizm,m
sɛptʁ,m
ʃako,m
ʃɑ̃pwɛ̃,m
ʃbɛb,m
ʃEma,m
ʃEmatizm,m
ʃɛm,m
ʃiliŋ,m
ʃizm,m
ʃist,m
skizOfazi,f
skizOfʁEni,f
ʃlag,f
ʃlas,m
ʃlɛm,m
ʃlit,f
ʃnaps,m
ʃnOzɛʁ,m
ʃnik,m
ʃnitzɛl,m
skunœʁ,m
ʃpil,m
ʃtʁumf,m
ʃus,m
sjaʒ,m
si,f
sjɑ̃sfiksjɔ̃,f
sjɛn,f
sjɑ̃tifisite,f
sjɑ̃tizm,m
sjɑ̃tOlOʒi,f
siʁi,f
sjœʁ,m
sɛ̃tigʁafi,f
sɛ̃tijasjɔ̃,f
siʁp,m
sisjɔ̃,f
sisipaʁite,f
sisyʁ,f
sjyʁ,f
sklEʁOdɛʁmi,f
sklEʁoz,f
sklEʁOtik,f
skOlaʁizasjɔ̃,f
skOlaʁite,f
skOljoz,f
skOlOpɑ̃dʁ,f
skOlit,m
skon,m
skɔ̃s,m
skup,m
skutœʁ,m
skOpi,f
skOpitɔn,m
skOpOlamin,f
skɔʁ,m
skOʁi,f
skɔtʃtɛʁje,m
skɔtʃ,m
skOtiʃ,f
skumun,f
skut,m
skut,f
skutizm,m
skʁabl,m
skʁatʃ,m
skʁatʃiŋ,m
skʁibɑ̃,m
skʁib,m
skʁibujaʒ,m
skʁibujaʁ,m
skʁiptgœʁl,f
skʁipt,m
skʁiptœʁ,m
skʁOfylɛʁ,f
skʁOfyl,f
skʁOtɔm,m
skʁœb,m
skʁypyl,m
skʁypylOzite,f
skʁytatœʁ,m
skʁytasjɔ̃,f
skyltœʁ,m
skyltʁis,f
skytiʒɛʁ,f
sibɔʁgjɔm,m
sEɑ̃s,f
sEɑ̃,m
sEbast,m
sEbil,f
sEbOʁe,f
sEbɔm,m
sEkatœʁ,m
sEko,m
sEkOtin,f
sEsEsjɔ̃,f
sEʃaʒ,m
sEʃaʁ,m
sɛʃlɛ̃ʒ,m
sɛʃmɛ̃,m
sEʃəʁɛs,f
sEʃəʁi,f
sEʃøz,f
sEʃwaʁ,m
səgɔ̃mɛtʁ,m
səgɔ̃,m
səgɔ̃d,f
səgɔ̃do,m
səkumɑ̃,m
səkwœʁ,m
səkuʁizm,m
səkʁɛ,m
səkʁEtɛʁəʁi,f
səkʁEtaʁja,m
sEkʁEtœʁ,m
sEkʁEtin,f
sEkʁEsjɔ̃,f
sEktaʁizm,m
sEktatœʁ,m
sɛkt,f
sEktœʁ,m
sEksjɔ̃,f
sEksjɔnəmɑ̃,m
sEktOʁizasjɔ̃,f
sEky,f
sEkyʁizasjɔ̃,f
sEkyʁi,m
sEkyʁite,f
sədɑ̃,m
sEdatif,m
sEdasjɔ̃,f
sEdɑ̃taʁizasjɔ̃,f
sEdɑ̃taʁizm,m
sEdɑ̃taʁite,f
sEdjaʒEstatɔʁja,f
sEdimɑ̃,m
sEdimɑ̃tasjɔ̃,f
sEdisjø,m
sEdisjɔ̃,f
sEdyktœʁ,m
sEdyksjɔ̃,f
sEdyktʁis,f
sEdɔm,m
siʁsØkœʁ,m
sEgʁEgasjɔ̃,f
sEgədija,f
sEgədij,f
sɛʃ,f
sEid,m
sEɲØʁi,f
sɛj,f
sEizm,m
sEʒuʁ,m
sElEktœʁ,m
sElEksjɔ̃,f
sElEksjOne,m
sElEkjOnœʁ,m
sElEksjOnøz,f
sElEktivite,f
sElEnjɔm,m
sElEnjyʁ,m
sElEnOgʁafi,f
sɛlfdEfɑ̃s,f
sɛlfmɛjdman,m
sɛlf,m
sɛl,f
sEləʁi,f
sElɛt,f
sɛlts,m
sɛlva,f
səmaj,f
səmEnje,m
sEmɑ̃tik,f
sEmafɔʁ,m
sɑ̃blɑ̃s,f
sɑ̃blɑ̃,m
sɛm,m
səmɛl,f
sEmɛnkɔ̃tʁa,m
səmɛstʁ,m
səmøz,f
səmikɔ̃dyktœʁ,m
səmilibɛʁte,f
səmi,m
sEmijɔ̃,m
sEminɛʁ,m
sEminom,m
sEmjOlOʒi,f
sEmjOtik,f
səmɔ̃s,f
səmul,f
sɛmtɛks,m
sEna,m
sEnatœʁ,m
sEnatɔʁjal,f
sEnatʁis,f
sEnatyskɔ̃sylt,m
sEne,m
sEnEʃal,m
sEnEgalɛ,m
sEnEgalɛz,f
sEnEsɑ̃s,f
sEnəve,m
sEnilite,f
sEɲɔʁ,m
sɑ̃sasjOnalizm,m
sɑ̃sasjOnɛl,m
sɑ̃sibilizasjɔ̃,f
sɑ̃sibilite,f
sɑ̃sibləʁi,f
sɑ̃sOʁjalite,f
sɑ̃bɔ̃,m
sɑ̃t,f
sɑ̃tœʁ,f
sɑ̃ti,m
sɑ̃timɑ̃,m
sɑ̃timɑ̃tal,m
sɑ̃timɑ̃tal,f
sɑ̃timɑ̃talizm,m
sɑ̃timɑ̃talite,f
sɑ̃tin,f
sEpal,m
sEpaʁatœʁ,m
sEpaʁasjɔ̃,f
sEpja,f
sEpuku,m
sɛps,m
sɛt,f
sɛptɑ̃t,m
sEptɑ̃bʁizœʁ,m
sEptEna,m
sɛptɑ̃tʁijɔ̃,m
sEptisEmi,f
sEptisite,f
sEptidi,m
sEptɔm,m
sEptɥɔʁ,m
sEptypl,m
sEpylkʁ,m
sEpyltyʁ,f
sEkanɛz,f
sEkɛl,f
sEkɑ̃saʒ,m
sEkɑ̃s,f
sEkɑ̃sœʁ,m
sEkEstʁasjɔ̃,f
sEkɛstʁ,m
səkɛ̃,m
sEkOja,m
sEʁak,m
sEʁaj,m
sEʁafɛ̃,m
səʁɛ̃,m
səʁɛn,f
sEʁEnad,f
sEʁEnite,f
sɛʁfwɛt,f
sɛʁʒ,f
sɛʁʒe,m
sɛʁʒɑ̃ʃɛf,m
sɛʁʒɑ̃pilɔt,m
sɛʁgo,m
sEʁjal,m
sEʁi,f
sEʁjøz,f
sEʁjø,m
səʁin,f
səʁɛ̃ga,m
səʁɛ̃g,f
səʁɛ̃gEʁos,m
sɛʁmɑ̃,m
sɛʁmOnœʁ,m
sEʁOlOʒi,f
sEʁOnEgatif,m
sEʁOpOzitif,m
sEʁOpOzitiv,f
sEʁOpOzitivite,f
sEʁOzite,f
sEʁOtOnin,f
sɛʁp,f
sɛʁpɑ̃to,m
sɛʁpɑ̃təmɑ̃,m
sɛʁpɑ̃tɛ̃,m
sɛʁpɛt,f
sɛʁpOlɛ,m
sEʁa,f
sEʁaʒ,m
sEʁɑ̃t,f
sɛʁfil,m
sɛʁʒwɛ̃,m
sɛʁlivʁ,m
sEʁyʁ,f
sEʁyʁəʁi,f
sEʁyʁje,m
sEʁyʁjɛʁ,f
sɛʁtao,m
sɛʁti,m
sɛʁtisaʒ,m
sɛʁtisœʁ,m
sEʁɔm,m
sɛʁval,m
sɛʁvɑ̃t,f
sɛʁv,f
sɛʁvøz,f
sɛʁvjabilite,f
sɛʁvjɛtEpɔ̃ʒ,f
sɛʁvilite,f
sɛʁvitœʁ,m
sɛʁvOfʁɛ̃,m
sɛʁvOmEkanizm,m
sɛʁvOmOtœʁ,m
se,f
sEzam,m
sEstɛʁs,m
sɛt,m
sEtɔ̃,m
sœj,m
sœl,m
sœl,f
#DEF#,f
sEvEʁite,f
sEvis,m
sEvilɑ̃,m
sEvilan,f
səvʁaʒ,m
sɛvʁ,m
sEvʁijɛn,f
sEksʃɔp,m
sɛkssɛ̃bɔl,m
sEksizm,m
sEksOlOʒi,f
sɛkstidi,m
sEkstɥɔʁ,m
sEksɥalite,f
ʃɛkɛnd,m
ʃEkspiʁjɛ̃,m
ʃEkspiʁjɛn,f
ʃamizɛn,m
ʃɑ̃pwinœʁ,m
ʃɑ̃pwinøz,f
ʃɑ̃ŋgajɛ̃,m
ʃɛd,m
ʃEkɛl,m
ʃEɔl,m
ʃɛʁpa,m
ʃjatsu,m
ʃɛ̃gl,m
ʃinto,m
ʃɛ̃tOizm,m
ʃipʃɑ̃dlœʁ,m
ʃipiŋ,m
ʃœʁtiŋ,m
ʃOgun,m
ʃOguna,m
ʃut,m
ʃutøz,f
ʃɔʁt,m
ʃObiznɛs,m
ʃObiz,m
ʃʁapnɛl,m
ʃœnt,m
si,m
sjam,m
sjamwaz,f
sibEʁjɛ̃,m
sibEʁjɛn,f
sibil,f
sikɛʁ,m
sisiljɛ̃,m
sisiljɛn,f
sida,m
sidkaʁ,m
sidEɛ̃,m
sidEʁasjɔ̃,f
sidEʁit,f
sidEʁyʁʒi,f
sidi,m
sjɛkl,m
sjɛʒ,m
sjEnwa,m
sjEʁa,f
sjɛst,f
siflɑ̃t,f
siflaʁ,m
siflœʁ,m
siflOti,m
siʒisbe,m
sigl,m
siɲalœʁ,m
siɲatyʁ,f
siɲɛ,m
siɲifjɑ̃s,f
siɲifikasjɔ̃,f
siɲifje,m
siɲOʁa,f
siɲOʁina,f
silɛn,m
silwɛt,f
silikat,m
silis,f
silisjɔm,m
siljɔn,f
sijɛ,m
silo,m
silvanɛʁ,m
simagʁe,f
simaʁ,f
simjɛ̃,m
similaʁite,f
simili,m
similikɥiʁ,m
similɔʁ,m
simun,m
sɛ̃plɛs,f
sɛ̃plɛ,m
sɛ̃plɛt,f
sɛ̃plisite,f
simylakʁ,m
simylasjɔ̃,f
simylatʁis,f
simyltanEite,f
sinapizm,m
sɛ̃sEʁite,f
sɛ̃sipyt,m
sɛ̃dɔ̃,m
sinEkyʁ,f
sɛ̃ʒaʁEɲe,m
sɛ̃ʒ,m
siŋgœl,m
sɛ̃glətɔ̃,m
sɛ̃gylje,m
sinistʁ,m
sinistʁe,m
sinistʁoz,f
sinOamEʁikɛ̃,m
sinOlOʒi,f
sinɔpl,m
sinOkɛ,m
sinɥOzite,f
sinyzit,f
sinyzOid,f
sjOnizm,m
sju,m
sifɔ̃,m
sifOnaʒ,m
sipo,m
sœʁ,m
siʁdaʁ,m
siʁ,m
siʁɛn,f
siʁOko,m
siʁvɑ̃tɛs,m
sismOlOʒi,f
sismOmɛtʁ,m
